"emp_id","attendance_id","attendance_date","time_in","time_out","late_minutes","undertime_minutes","production_hours","status","absent_reason"
67001701,574316157,"2026-03-09","07:59:00","17:00:00",0,0,"7.50","Present",NULL
67001701,575420850,"2026-03-10","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001701,572477495,"2026-03-11","07:54:00","17:00:00",0,0,"7.50","Present",NULL
67001701,572040970,"2026-03-12","07:49:00","17:00:00",0,0,"7.50","Present",NULL
67001701,579014493,"2026-03-13","07:54:00","17:00:00",0,0,"7.50","Present",NULL
67001701,571039591,"2026-03-16",NULL,NULL,0,0,"0.00","Absent","Vacation Leave"
67001701,579335122,"2026-03-17","07:49:00","17:00:00",0,0,"7.50","Present",NULL
67001701,573754176,"2026-03-18","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001701,574638560,"2026-03-19",NULL,NULL,0,0,"0.00","Absent","Emergency Leave"
67001701,574831174,"2026-03-23",NULL,NULL,0,0,"0.00","Absent","Vacation Leave"
67001701,575349051,"2026-03-24","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001701,572629340,"2026-03-25","08:00:00","17:00:00",0,0,"7.50","Present",NULL
67001701,572395522,"2026-03-26","07:50:00","17:00:00",0,0,"7.50","Present",NULL
67001701,575107724,"2026-03-27","07:58:00","17:00:00",0,0,"7.50","Present",NULL
67001701,571164529,"2026-03-30","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001701,574170012,"2026-03-31","08:08:00","17:00:00",7,0,"7.37","Late",NULL
67001441,571279412,"2026-03-02","07:47:00","17:00:00",0,0,"7.50","Present",NULL
67001441,579731208,"2026-03-03","07:51:00","17:00:00",0,0,"7.50","Present",NULL
67001441,573273690,"2026-03-04","07:54:00","17:00:00",0,0,"7.50","Present",NULL
67001441,574887077,"2026-03-05","08:47:00","17:00:00",46,0,"6.72","Late",NULL
67001441,575095424,"2026-03-06","07:49:00","17:00:00",0,0,"7.50","Present",NULL
67001441,574519508,"2026-03-09","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001441,576892115,"2026-03-10","07:56:00","17:00:00",0,0,"7.50","Present",NULL
67001441,573703899,"2026-03-11","07:54:00","17:00:00",0,0,"7.50","Present",NULL
67001441,571920869,"2026-03-12",NULL,NULL,0,0,"0.00","Absent","Emergency Leave"
67001441,574620047,"2026-03-13","07:44:00","17:00:00",0,0,"7.50","Present",NULL
67001441,574567101,"2026-03-16",NULL,NULL,0,0,"0.00","Absent","Vacation Leave"
67001441,578034246,"2026-03-17","07:51:00","17:00:00",0,0,"7.50","Present",NULL
67001441,578924228,"2026-03-18","07:47:00","17:00:00",0,0,"7.50","Present",NULL
67001441,573486225,"2026-03-19","07:58:00","17:00:00",0,0,"7.50","Present",NULL
67001441,573528570,"2026-03-23","08:36:00","17:00:00",35,0,"6.90","Late",NULL
67001441,571199811,"2026-03-24","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001441,575433773,"2026-03-25","07:59:00","17:00:00",0,0,"7.50","Present",NULL
67001441,578687832,"2026-03-26","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001441,574672087,"2026-03-27",NULL,NULL,0,0,"0.00","Absent","Emergency Leave"
67001441,577150495,"2026-03-30","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001441,576852736,"2026-03-31","08:08:00","17:00:00",7,0,"7.37","Late",NULL
67001199,570072893,"2026-03-02","07:40:00","17:00:00",0,0,"7.50","Present",NULL
67001199,578361751,"2026-03-03","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001199,578338515,"2026-03-04","07:46:00","17:00:00",0,0,"7.50","Present",NULL
67001199,570843980,"2026-03-05","08:29:00","17:00:00",28,0,"7.02","Late",NULL
67001199,578923651,"2026-03-06","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001199,579915907,"2026-03-09",NULL,NULL,0,0,"0.00","Absent","Emergency Leave"
67001199,573215468,"2026-03-10","07:57:00","17:00:00",0,0,"7.50","Present",NULL
67001199,574681184,"2026-03-11","07:40:00","17:00:00",0,0,"7.50","Present",NULL
67001199,574668161,"2026-03-12","07:44:00","17:00:00",0,0,"7.50","Present",NULL
67001199,575990528,"2026-03-13","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001199,570950048,"2026-03-16","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001199,576446085,"2026-03-17","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001199,577243474,"2026-03-18","08:31:00","17:00:00",30,0,"6.98","Late",NULL
67001199,573115383,"2026-03-19",NULL,NULL,0,0,"0.00","Absent","Vacation Leave"
67001199,573666794,"2026-03-23","07:50:00","17:00:00",0,0,"7.50","Present",NULL
67001199,575064844,"2026-03-24","07:50:00","17:00:00",0,0,"7.50","Present",NULL
67001199,573389186,"2026-03-25","07:48:00","17:00:00",0,0,"7.50","Present",NULL
67001199,571801888,"2026-03-26","07:54:00","17:00:00",0,0,"7.50","Present",NULL
67001199,576459772,"2026-03-27","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001199,574031256,"2026-03-30","08:56:00","17:00:00",55,0,"6.57","Late",NULL
67001199,575583151,"2026-03-31","07:46:00","17:00:00",0,0,"7.50","Present",NULL
67001474,571351059,"2026-03-02","08:21:00","17:00:00",20,0,"7.15","Late",NULL
67001474,579486456,"2026-03-03","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001474,578359187,"2026-03-04","07:44:00","17:00:00",0,0,"7.50","Present",NULL
67001474,572143336,"2026-03-05","07:58:00","17:00:00",0,0,"7.50","Present",NULL
67001474,574393180,"2026-03-06","07:48:00","17:00:00",0,0,"7.50","Present",NULL
67001474,572751557,"2026-03-09","07:56:00","17:00:00",0,0,"7.50","Present",NULL
67001474,578223881,"2026-03-10","07:40:00","17:00:00",0,0,"7.50","Present",NULL
67001474,570004785,"2026-03-11","07:41:00","17:00:00",0,0,"7.50","Present",NULL
67001474,570231970,"2026-03-12","07:49:00","17:00:00",0,0,"7.50","Present",NULL
67001474,571962787,"2026-03-13","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001474,572184873,"2026-03-16","07:46:00","17:00:00",0,0,"7.50","Present",NULL
67001474,576173627,"2026-03-17","07:50:00","17:00:00",0,0,"7.50","Present",NULL
67001474,573211514,"2026-03-18","08:12:00","17:00:00",11,0,"7.30","Late",NULL
67001474,572741569,"2026-03-19","07:52:00","17:00:00",0,0,"7.50","Present",NULL
67001474,577490269,"2026-03-23","07:57:00","17:00:00",0,0,"7.50","Present",NULL
67001474,570108056,"2026-03-24","07:41:00","17:00:00",0,0,"7.50","Present",NULL
67001474,572501644,"2026-03-25","07:41:00","17:00:00",0,0,"7.50","Present",NULL
67001474,571481063,"2026-03-26","07:45:00","17:00:00",0,0,"7.50","Present",NULL
67001474,574429204,"2026-03-27","08:31:00","17:00:00",30,0,"6.98","Late",NULL
67001474,572976503,"2026-03-30","07:53:00","17:00:00",0,0,"7.50","Present",NULL
67001474,577946199,"2026-03-31","08:15:00","17:00:00",14,0,"7.25","Late",NULL
67001211,572196419,"2026-03-02","07:54:00","17:00:00",0,0,"7.50","Present",NULL
67001211,577060478,"2026-03-03","07:40:00","17:00:00",0,0,"7.50","Present",NULL
67001211,572158387,"2026-03-04","08:00:00","17:00:00",0,0,"7.50","Present",NULL
67001211,577041694,"2026-03-05","07:59:00","17:00:00",0,0,"7.50","Present",NULL
67001211,578325316,"2026-03-06","07:58:00","17:00:00",0,0,"7.50","Present",NULL
67001211,573148194,"2026-03-09","07:43:00","17:00:00",0,0,"7.50","Present",NULL
67001211,571218829,"2026-03-10","08:18:00","17:00:00",17,0,"7.20","Late",NULL
67001211,576220662,"2026-03-11","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001211,571222763,"2026-03-12","07:54:00","17:00:00",0,0,"7.50","Present",NULL
67001211,578789333,"2026-03-13","07:40:00","17:00:00",0,0,"7.50","Present",NULL
67001211,571388498,"2026-03-16",NULL,NULL,0,0,"0.00","Absent","Sick Leave"
67001211,571464498,"2026-03-17","08:18:00","17:00:00",17,0,"7.20","Late",NULL
67001211,577688155,"2026-03-18","07:58:00","17:00:00",0,0,"7.50","Present",NULL
67001211,574706701,"2026-03-19",NULL,NULL,0,0,"0.00","Absent","No Call, No Show"
67001211,579994050,"2026-03-23","07:45:00","17:00:00",0,0,"7.50","Present",NULL
67001211,572452679,"2026-03-24","07:45:00","17:00:00",0,0,"7.50","Present",NULL
67001211,570536742,"2026-03-25","07:53:00","17:00:00",0,0,"7.50","Present",NULL
67001211,577192372,"2026-03-26","08:22:00","17:00:00",21,0,"7.13","Late",NULL
67001211,579407346,"2026-03-27","07:53:00","17:00:00",0,0,"7.50","Present",NULL
67001211,573413376,"2026-03-30","07:55:00","17:00:00",0,0,"7.50","Present",NULL
67001211,577899393,"2026-03-31","07:56:00","17:00:00",0,0,"7.50","Present",NULL
67001579,579975172,"2026-03-02","07:52:00","17:00:00",0,0,"7.50","Present",NULL
67001579,576744310,"2026-03-03","07:44:00","17:00:00",0,0,"7.50","Present",NULL
67001579,570789051,"2026-03-04","07:50:00","17:00:00",0,0,"7.50","Present",NULL
67001579,578071752,"2026-03-05","07:59:00","17:00:00",0,0,"7.50","Present",NULL
67001579,571412520,"2026-03-06","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001579,574535567,"2026-03-09","07:49:00","17:00:00",0,0,"7.50","Present",NULL
67001579,577499165,"2026-03-10","07:48:00","17:00:00",0,0,"7.50","Present",NULL
67001579,576708032,"2026-03-11","07:49:00","17:00:00",0,0,"7.50","Present",NULL
67001579,572605908,"2026-03-12",NULL,NULL,0,0,"0.00","Absent","Vacation Leave"
67001579,574642017,"2026-03-13","08:22:00","17:00:00",21,0,"7.13","Late",NULL
67001579,575285485,"2026-03-16","07:49:00","17:00:00",0,0,"7.50","Present",NULL
67001579,579591149,"2026-03-17","08:41:00","17:00:00",40,0,"6.82","Late",NULL
67001579,570503776,"2026-03-18","08:37:00","17:00:00",36,0,"6.88","Late",NULL
67001579,577401065,"2026-03-19",NULL,NULL,0,0,"0.00","Absent","No Call, No Show"
67001579,571525238,"2026-03-23","08:44:00","17:00:00",43,0,"6.77","Late",NULL
67001579,579217502,"2026-03-24",NULL,NULL,0,0,"0.00","Absent","No Call, No Show"
67001579,578851779,"2026-03-25","07:46:00","17:00:00",0,0,"7.50","Present",NULL
67001579,577853090,"2026-03-26","07:40:00","17:00:00",0,0,"7.50","Present",NULL
67001579,574923358,"2026-03-27","07:46:00","17:00:00",0,0,"7.50","Present",NULL
67001579,577511109,"2026-03-30","07:49:00","17:00:00",0,0,"7.50","Present",NULL
67001579,577091281,"2026-03-31","08:41:00","17:00:00",40,0,"6.82","Late",NULL
67001630,577274569,"2026-03-02","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001630,578466239,"2026-03-03","07:50:00","17:00:00",0,0,"7.50","Present",NULL
67001630,573449295,"2026-03-04",NULL,NULL,0,0,"0.00","Absent","Vacation Leave"
67001630,572860499,"2026-03-05",NULL,NULL,0,0,"0.00","Absent","Sick Leave"
67001630,576889414,"2026-03-06","07:41:00","17:00:00",0,0,"7.50","Present",NULL
67001630,579016383,"2026-03-09","07:55:00","17:00:00",0,0,"7.50","Present",NULL
67001630,572886651,"2026-03-10","07:51:00","17:00:00",0,0,"7.50","Present",NULL
67001630,576340285,"2026-03-11","08:00:00","17:00:00",0,0,"7.50","Present",NULL
67001630,572378288,"2026-03-12","07:52:00","17:00:00",0,0,"7.50","Present",NULL
67001630,574243465,"2026-03-13",NULL,NULL,0,0,"0.00","Absent","Emergency Leave"
67001630,579953397,"2026-03-16","07:54:00","17:00:00",0,0,"7.50","Present",NULL
67001630,572670640,"2026-03-17","08:04:00","17:00:00",3,0,"7.43","Late",NULL
67001630,576923342,"2026-03-18","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001630,576685772,"2026-03-19","07:43:00","17:00:00",0,0,"7.50","Present",NULL
67001630,570374683,"2026-03-23","08:00:00","17:00:00",0,0,"7.50","Present",NULL
67001630,570247862,"2026-03-24","07:44:00","17:00:00",0,0,"7.50","Present",NULL
67001630,576008913,"2026-03-25","07:54:00","17:00:00",0,0,"7.50","Present",NULL
67001630,575325471,"2026-03-26","07:48:00","17:00:00",0,0,"7.50","Present",NULL
67001630,579687312,"2026-03-27",NULL,NULL,0,0,"0.00","Absent","Sick Leave"
67001630,570272466,"2026-03-30","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001630,578892582,"2026-03-31","07:55:00","17:00:00",0,0,"7.50","Present",NULL
67001245,579787308,"2026-03-02","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001245,577133510,"2026-03-03",NULL,NULL,0,0,"0.00","Absent","Sick Leave"
67001245,574750469,"2026-03-04","07:58:00","17:00:00",0,0,"7.50","Present",NULL
67001245,571466502,"2026-03-05","07:48:00","17:00:00",0,0,"7.50","Present",NULL
67001245,573686900,"2026-03-06","08:24:00","17:00:00",23,0,"7.10","Late",NULL
67001245,572570581,"2026-03-09","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001245,572399716,"2026-03-10","07:45:00","17:00:00",0,0,"7.50","Present",NULL
67001245,577583095,"2026-03-11","07:45:00","17:00:00",0,0,"7.50","Present",NULL
67001245,578621576,"2026-03-12","07:50:00","17:00:00",0,0,"7.50","Present",NULL
67001245,577303486,"2026-03-13","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001245,575032897,"2026-03-16","07:41:00","17:00:00",0,0,"7.50","Present",NULL
67001245,570941411,"2026-03-17","08:35:00","17:00:00",34,0,"6.92","Late",NULL
67001245,577905273,"2026-03-18","07:54:00","17:00:00",0,0,"7.50","Present",NULL
67001245,579106716,"2026-03-19","08:12:00","17:00:00",11,0,"7.30","Late",NULL
67001245,575154817,"2026-03-23","07:47:00","17:00:00",0,0,"7.50","Present",NULL
67001245,579121300,"2026-03-24","08:40:00","17:00:00",39,0,"6.83","Late",NULL
67001245,571579544,"2026-03-25","07:45:00","17:00:00",0,0,"7.50","Present",NULL
67001245,575878821,"2026-03-26","07:43:00","17:00:00",0,0,"7.50","Present",NULL
67001245,576506921,"2026-03-27","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001245,579938489,"2026-03-30","08:17:00","17:00:00",16,0,"7.22","Late",NULL
67001245,571561050,"2026-03-31","07:44:00","17:00:00",0,0,"7.50","Present",NULL
67001798,576837596,"2026-03-02","07:57:00","17:00:00",0,0,"7.50","Present",NULL
67001798,573380750,"2026-03-03","07:46:00","17:00:00",0,0,"7.50","Present",NULL
67001798,577990633,"2026-03-04","07:45:00","17:00:00",0,0,"7.50","Present",NULL
67001798,575908574,"2026-03-05","08:39:00","17:00:00",38,0,"6.85","Late",NULL
67001798,578150887,"2026-03-06","07:40:00","17:00:00",0,0,"7.50","Present",NULL
67001798,570371687,"2026-03-09","07:58:00","17:00:00",0,0,"7.50","Present",NULL
67001798,572669947,"2026-03-10","07:41:00","17:00:00",0,0,"7.50","Present",NULL
67001798,573723977,"2026-03-11","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001798,573126157,"2026-03-12","07:48:00","17:00:00",0,0,"7.50","Present",NULL
67001798,571374351,"2026-03-13","07:57:00","17:00:00",0,0,"7.50","Present",NULL
67001798,578444135,"2026-03-16","07:55:00","17:00:00",0,0,"7.50","Present",NULL
67001798,576465596,"2026-03-17","08:46:00","17:00:00",45,0,"6.73","Late",NULL
67001798,575063735,"2026-03-18","07:59:00","17:00:00",0,0,"7.50","Present",NULL
67001798,576407331,"2026-03-19",NULL,NULL,0,0,"0.00","Absent","No Call, No Show"
67001798,575103808,"2026-03-23","07:45:00","17:00:00",0,0,"7.50","Present",NULL
67001798,574673038,"2026-03-24","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001798,579679894,"2026-03-25","08:00:00","17:00:00",0,0,"7.50","Present",NULL
67001798,576914652,"2026-03-26","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001798,572641156,"2026-03-27","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001798,576049574,"2026-03-30","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001798,579701986,"2026-03-31","07:56:00","17:00:00",0,0,"7.50","Present",NULL
67001144,573768308,"2026-03-02","08:47:00","17:00:00",46,0,"6.72","Late",NULL
67001144,576399138,"2026-03-03","07:54:00","17:00:00",0,0,"7.50","Present",NULL
67001144,578963150,"2026-03-04","07:54:00","17:00:00",0,0,"7.50","Present",NULL
67001144,574838275,"2026-03-05","08:39:00","17:00:00",38,0,"6.85","Late",NULL
67001144,574757432,"2026-03-06","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001144,575135298,"2026-03-09",NULL,NULL,0,0,"0.00","Absent","Emergency Leave"
67001144,579069907,"2026-03-10","07:57:00","17:00:00",0,0,"7.50","Present",NULL
67001144,572929899,"2026-03-11","07:44:00","17:00:00",0,0,"7.50","Present",NULL
67001144,576598495,"2026-03-12",NULL,NULL,0,0,"0.00","Absent","Sick Leave"
67001144,573341133,"2026-03-13","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001144,577240412,"2026-03-16","08:26:00","17:00:00",25,0,"7.07","Late",NULL
67001144,575939460,"2026-03-17","07:48:00","17:00:00",0,0,"7.50","Present",NULL
67001144,575351580,"2026-03-18","07:48:00","17:00:00",0,0,"7.50","Present",NULL
67001144,579054185,"2026-03-19","07:49:00","17:00:00",0,0,"7.50","Present",NULL
67001144,572572275,"2026-03-23","07:44:00","17:00:00",0,0,"7.50","Present",NULL
67001144,577933151,"2026-03-24",NULL,NULL,0,0,"0.00","Absent","Emergency Leave"
67001144,576646894,"2026-03-25","07:57:00","17:00:00",0,0,"7.50","Present",NULL
67001144,574605627,"2026-03-26",NULL,NULL,0,0,"0.00","Absent","Emergency Leave"
67001144,579844153,"2026-03-27","07:57:00","17:00:00",0,0,"7.50","Present",NULL
67001144,575326831,"2026-03-30","07:52:00","17:00:00",0,0,"7.50","Present",NULL
67001144,578617538,"2026-03-31","07:48:00","17:00:00",0,0,"7.50","Present",NULL
67001858,570035400,"2026-03-02","07:58:00","17:00:00",0,0,"7.50","Present",NULL
67001858,575747650,"2026-03-03","07:44:00","17:00:00",0,0,"7.50","Present",NULL
67001858,577516771,"2026-03-04","07:44:00","17:00:00",0,0,"7.50","Present",NULL
67001858,579938248,"2026-03-05","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001858,574314772,"2026-03-06","07:49:00","17:00:00",0,0,"7.50","Present",NULL
67001858,570651941,"2026-03-09","07:46:00","17:00:00",0,0,"7.50","Present",NULL
67001858,572314794,"2026-03-10","07:55:00","17:00:00",0,0,"7.50","Present",NULL
67001858,577889220,"2026-03-11","07:43:00","17:00:00",0,0,"7.50","Present",NULL
67001858,575287341,"2026-03-12","07:59:00","17:00:00",0,0,"7.50","Present",NULL
67001858,578320239,"2026-03-13","08:32:00","17:00:00",31,0,"6.97","Late",NULL
67001858,574550951,"2026-03-16","07:55:00","17:00:00",0,0,"7.50","Present",NULL
67001858,570132638,"2026-03-17","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001858,576253001,"2026-03-18","07:44:00","17:00:00",0,0,"7.50","Present",NULL
67001858,575585292,"2026-03-19","07:47:00","17:00:00",0,0,"7.50","Present",NULL
67001858,579988100,"2026-03-23","08:51:00","17:00:00",50,0,"6.65","Late",NULL
67001858,572987600,"2026-03-24","07:48:00","17:00:00",0,0,"7.50","Present",NULL
67001858,574987848,"2026-03-25","07:50:00","17:00:00",0,0,"7.50","Present",NULL
67001858,573303801,"2026-03-26","07:53:00","17:00:00",0,0,"7.50","Present",NULL
67001858,572570489,"2026-03-27","08:19:00","17:00:00",18,0,"7.18","Late",NULL
67001858,572502604,"2026-03-30","07:41:00","17:00:00",0,0,"7.50","Present",NULL
67001858,574975466,"2026-03-31","07:46:00","17:00:00",0,0,"7.50","Present",NULL
67001404,578723609,"2026-03-02","07:59:00","17:00:00",0,0,"7.50","Present",NULL
67001404,575430926,"2026-03-03","08:24:00","17:00:00",23,0,"7.10","Late",NULL
67001404,577961096,"2026-03-04","07:43:00","17:00:00",0,0,"7.50","Present",NULL
67001404,574716350,"2026-03-05","08:42:00","17:00:00",41,0,"6.80","Late",NULL
67001404,579722160,"2026-03-06","08:38:00","17:00:00",37,0,"6.87","Late",NULL
67001404,576686660,"2026-03-09","07:40:00","17:00:00",0,0,"7.50","Present",NULL
67001404,570054364,"2026-03-10","08:33:00","17:00:00",32,0,"6.95","Late",NULL
67001404,577957814,"2026-03-11","07:56:00","17:00:00",0,0,"7.50","Present",NULL
67001404,579746221,"2026-03-12","08:35:00","17:00:00",34,0,"6.92","Late",NULL
67001404,571015052,"2026-03-13","07:48:00","17:00:00",0,0,"7.50","Present",NULL
67001404,577086541,"2026-03-16","08:00:00","17:00:00",0,0,"7.50","Present",NULL
67001404,579374870,"2026-03-17","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001404,573757382,"2026-03-18","07:49:00","17:00:00",0,0,"7.50","Present",NULL
67001404,577404565,"2026-03-19","07:43:00","17:00:00",0,0,"7.50","Present",NULL
67001404,571010982,"2026-03-23","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001404,573453224,"2026-03-24","07:57:00","17:00:00",0,0,"7.50","Present",NULL
67001404,576674111,"2026-03-25","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001404,571313860,"2026-03-26",NULL,NULL,0,0,"0.00","Absent","Vacation Leave"
67001404,572509291,"2026-03-27","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001404,577681215,"2026-03-30","08:14:00","17:00:00",13,0,"7.27","Late",NULL
67001404,570302452,"2026-03-31","08:20:00","17:00:00",19,0,"7.17","Late",NULL
67001179,572694684,"2026-03-02","07:55:00","17:00:00",0,0,"7.50","Present",NULL
67001179,573908538,"2026-03-03","07:59:00","17:00:00",0,0,"7.50","Present",NULL
67001179,571481725,"2026-03-04","07:47:00","17:00:00",0,0,"7.50","Present",NULL
67001179,570437145,"2026-03-05",NULL,NULL,0,0,"0.00","Absent","Emergency Leave"
67001179,570494619,"2026-03-06","07:57:00","17:00:00",0,0,"7.50","Present",NULL
67001179,570263022,"2026-03-09","07:40:00","17:00:00",0,0,"7.50","Present",NULL
67001179,570920874,"2026-03-10","07:47:00","17:00:00",0,0,"7.50","Present",NULL
67001179,571757411,"2026-03-11","08:00:00","17:00:00",0,0,"7.50","Present",NULL
67001179,575729647,"2026-03-12","07:41:00","17:00:00",0,0,"7.50","Present",NULL
67001179,578638297,"2026-03-13","08:16:00","17:00:00",15,0,"7.23","Late",NULL
67001179,570097153,"2026-03-16","08:30:00","17:00:00",29,0,"7.00","Late",NULL
67001179,578363990,"2026-03-17","07:58:00","17:00:00",0,0,"7.50","Present",NULL
67001179,573375309,"2026-03-18","07:40:00","17:00:00",0,0,"7.50","Present",NULL
67001179,575590930,"2026-03-19","07:45:00","17:00:00",0,0,"7.50","Present",NULL
67001179,577547005,"2026-03-23","07:53:00","17:00:00",0,0,"7.50","Present",NULL
67001179,578297887,"2026-03-24","07:53:00","17:00:00",0,0,"7.50","Present",NULL
67001179,575683449,"2026-03-25","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001179,579945866,"2026-03-26","08:52:00","17:00:00",51,0,"6.63","Late",NULL
67001179,577855225,"2026-03-27","07:58:00","17:00:00",0,0,"7.50","Present",NULL
67001179,578521813,"2026-03-30","07:50:00","17:00:00",0,0,"7.50","Present",NULL
67001179,570393827,"2026-03-31","07:42:00","17:00:00",0,0,"7.50","Present",NULL
67001769,577395974,"2026-03-02","07:41:00","17:00:00",0,0,"7.50","Present",NULL
67001769,578353622,"2026-03-03","07:53:00","17:00:00",0,0,"7.50","Present",NULL
67001769,572238784,"2026-03-04",NULL,NULL,0,0,"0.00","Absent","Sick Leave"
67001769,579379455,"2026-03-05","07:56:00","17:00:00",0,0,"7.50","Present",NULL
67001769,574836416,"2026-03-06","08:01:00","17:00:00",0,0,"7.48","Present",NULL
67001769,570606404,"2026-03-09","07:41:00","17:00:00",0,0,"7.50","Present",NULL
67001769,575656926,"2026-03-10",NULL,NULL,0,0,"0.00","Absent","No Call, No Show"
67001769,573410137,"2026-03-11","08:09:00","17:00:00",8,0,"7.35","Late",NULL
67001769,578090399,"2026-03-12","08:00:00","17:00:00",0,0,"7.50","Present",NULL
67001769,571426248,"2026-03-13","08:00:00","17:00:00",0,0,"7.50","Present",NULL
67001769,573638039,"2026-03-16","07:56:00","17:00:00",0,0,"7.50","Present",NULL
67001769,576739172,"2026-03-17","07:53:00","17:00:00",0,0,"7.50","Present",NULL
67001769,573570901,"2026-03-18","08:58:00","17:00:00",57,0,"6.53","Late",NULL
67001769,570749444,"2026-03-19","07:40:00","17:00:00",0,0,"7.50","Present",NULL
67001769,575434509,"2026-03-23","07:43:00","17:00:00",0,0,"7.50","Present",NULL
67001769,571331932,"2026-03-24","08:02:00","17:00:00",1,0,"7.47","Late",NULL
67001769,576049035,"2026-03-25","07:48:00","17:00:00",0,0,"7.50","Present",NULL
67001769,573439542,"2026-03-26",NULL,NULL,0,0,"0.00","Absent","Vacation Leave"
67001769,578396747,"2026-03-27","07:41:00","17:00:00",0,0,"7.50","Present",NULL
67001769,572972835,"2026-03-30","08:32:00","17:00:00",31,0,"6.97","Late",NULL
