"emp_id","transaction_date","transactions_completed","status"
67001474,"2026-03-04",52,"Failed"
67001474,"2026-03-05",0,"Absent"
67001474,"2026-03-06",0,"Absent"
67001474,"2026-03-09",90,"Passed"
67001474,"2026-03-10",62,"Passed"
67001474,"2026-03-11",36,"Failed"
67001474,"2026-03-12",84,"Passed"
67001474,"2026-03-13",38,"Failed"
67001474,"2026-03-16",91,"Passed"
67001474,"2026-03-17",70,"Passed"
67001474,"2026-03-18",57,"Failed"
67001474,"2026-03-19",46,"Failed"
67001474,"2026-03-23",83,"Passed"
67001474,"2026-03-24",53,"Failed"
67001474,"2026-03-25",0,"Absent"
67001474,"2026-03-26",84,"Passed"
67001474,"2026-03-27",0,"Absent"
67001474,"2026-03-30",75,"Passed"
67001474,"2026-03-31",49,"Failed"
67001211,"2026-03-02",58,"Failed"
67001211,"2026-03-03",85,"Passed"
67001211,"2026-03-04",58,"Failed"
67001211,"2026-03-05",32,"Failed"
67001211,"2026-03-06",45,"Failed"
67001211,"2026-03-09",39,"Failed"
67001211,"2026-03-10",47,"Failed"
67001211,"2026-03-11",55,"Failed"
67001211,"2026-03-12",52,"Failed"
67001211,"2026-03-13",31,"Failed"
67001211,"2026-03-16",0,"Absent"
67001211,"2026-03-17",34,"Failed"
67001211,"2026-03-18",44,"Failed"
67001211,"2026-03-19",0,"Absent"
67001211,"2026-03-23",65,"Passed"
67001211,"2026-03-24",80,"Passed"
67001211,"2026-03-25",77,"Passed"
67001211,"2026-03-26",68,"Passed"
67001211,"2026-03-27",46,"Failed"
67001211,"2026-03-30",46,"Failed"
67001211,"2026-03-31",91,"Passed"
67001579,"2026-03-02",39,"Failed"
67001579,"2026-03-03",58,"Failed"
67001579,"2026-03-04",43,"Failed"
67001579,"2026-03-05",79,"Passed"
67001579,"2026-03-06",32,"Failed"
67001579,"2026-03-09",86,"Passed"
67001579,"2026-03-10",34,"Failed"
67001579,"2026-03-11",52,"Failed"
67001579,"2026-03-12",0,"Absent"
67001579,"2026-03-13",95,"Passed"
67001579,"2026-03-16",78,"Passed"
67001579,"2026-03-17",51,"Failed"
67001579,"2026-03-18",83,"Passed"
67001579,"2026-03-19",0,"Absent"
67001579,"2026-03-23",81,"Passed"
67001579,"2026-03-24",0,"Absent"
67001579,"2026-03-25",88,"Passed"
67001579,"2026-03-26",49,"Failed"
67001579,"2026-03-27",78,"Passed"
67001579,"2026-03-30",81,"Passed"
67001579,"2026-03-31",0,"Absent"
67001630,"2026-03-02",50,"Failed"
67001630,"2026-03-03",60,"Passed"
67001630,"2026-03-04",0,"Absent"
67001630,"2026-03-05",0,"Absent"
67001630,"2026-03-06",39,"Failed"
67001630,"2026-03-09",60,"Passed"
67001630,"2026-03-10",73,"Passed"
67001630,"2026-03-11",63,"Passed"
67001630,"2026-03-12",62,"Passed"
67001630,"2026-03-13",0,"Absent"
67001630,"2026-03-16",95,"Passed"
67001630,"2026-03-17",50,"Failed"
67001630,"2026-03-18",60,"Passed"
67001630,"2026-03-19",46,"Failed"
67001630,"2026-03-23",41,"Failed"
67001630,"2026-03-24",90,"Passed"
67001630,"2026-03-25",33,"Failed"
67001630,"2026-03-26",87,"Passed"
67001630,"2026-03-27",0,"Absent"
67001630,"2026-03-30",50,"Failed"
67001630,"2026-03-31",85,"Passed"
67001245,"2026-03-02",0,"Absent"
67001245,"2026-03-03",0,"Absent"
67001245,"2026-03-04",33,"Failed"
67001245,"2026-03-05",57,"Failed"
67001245,"2026-03-06",35,"Failed"
67001245,"2026-03-09",43,"Failed"
67001245,"2026-03-10",53,"Failed"
67001245,"2026-03-11",95,"Passed"
67001245,"2026-03-12",47,"Failed"
67001245,"2026-03-13",42,"Failed"
67001245,"2026-03-16",68,"Passed"
67001245,"2026-03-17",92,"Passed"
67001245,"2026-03-18",57,"Failed"
67001245,"2026-03-19",56,"Failed"
67001245,"2026-03-23",67,"Passed"
67001245,"2026-03-24",34,"Failed"
67001245,"2026-03-25",53,"Failed"
67001245,"2026-03-26",36,"Failed"
67001245,"2026-03-27",54,"Failed"
67001245,"2026-03-30",48,"Failed"
67001245,"2026-03-31",36,"Failed"
67001798,"2026-03-02",41,"Failed"
67001798,"2026-03-03",90,"Passed"
67001798,"2026-03-04",69,"Passed"
67001798,"2026-03-05",36,"Failed"
67001798,"2026-03-06",74,"Passed"
67001798,"2026-03-09",0,"Absent"
67001798,"2026-03-10",56,"Failed"
67001798,"2026-03-11",72,"Passed"
67001798,"2026-03-12",55,"Failed"
67001798,"2026-03-13",54,"Failed"
67001798,"2026-03-16",88,"Passed"
67001798,"2026-03-17",59,"Failed"
67001798,"2026-03-18",35,"Failed"
67001798,"2026-03-19",0,"Absent"
67001798,"2026-03-23",57,"Failed"
67001798,"2026-03-24",63,"Passed"
67001798,"2026-03-25",41,"Failed"
67001798,"2026-03-26",65,"Passed"
67001798,"2026-03-27",74,"Passed"
67001798,"2026-03-30",88,"Passed"
67001798,"2026-03-31",71,"Passed"
67001144,"2026-03-02",88,"Passed"
67001144,"2026-03-03",94,"Passed"
67001144,"2026-03-04",85,"Passed"
67001144,"2026-03-05",92,"Passed"
67001144,"2026-03-06",47,"Failed"
67001144,"2026-03-09",0,"Absent"
67001144,"2026-03-10",69,"Passed"
67001144,"2026-03-11",40,"Failed"
67001144,"2026-03-12",0,"Absent"
67001144,"2026-03-13",72,"Passed"
67001144,"2026-03-16",52,"Failed"
67001144,"2026-03-17",94,"Passed"
67001144,"2026-03-18",68,"Passed"
67001144,"2026-03-19",77,"Passed"
67001144,"2026-03-23",47,"Failed"
67001144,"2026-03-24",0,"Absent"
67001144,"2026-03-25",0,"Absent"
67001144,"2026-03-26",0,"Absent"
67001144,"2026-03-27",91,"Passed"
67001144,"2026-03-30",76,"Passed"
67001144,"2026-03-31",50,"Failed"
67001858,"2026-03-02",55,"Failed"
67001858,"2026-03-03",53,"Failed"
67001858,"2026-03-04",56,"Failed"
67001858,"2026-03-05",35,"Failed"
67001858,"2026-03-06",42,"Failed"
67001858,"2026-03-09",54,"Failed"
67001858,"2026-03-10",43,"Failed"
67001858,"2026-03-11",60,"Passed"
67001858,"2026-03-12",38,"Failed"
67001858,"2026-03-13",48,"Failed"
67001858,"2026-03-16",58,"Failed"
67001858,"2026-03-17",58,"Failed"
67001858,"2026-03-18",37,"Failed"
67001858,"2026-03-19",36,"Failed"
67001858,"2026-03-23",43,"Failed"
67001858,"2026-03-24",58,"Failed"
67001858,"2026-03-25",39,"Failed"
67001858,"2026-03-26",58,"Failed"
67001858,"2026-03-27",61,"Passed"
67001858,"2026-03-30",82,"Passed"
67001858,"2026-03-31",62,"Passed"
67001404,"2026-03-02",65,"Passed"
67001404,"2026-03-03",42,"Failed"
67001404,"2026-03-04",76,"Passed"
67001404,"2026-03-05",41,"Failed"
67001404,"2026-03-06",77,"Passed"
67001404,"2026-03-09",77,"Passed"
67001404,"2026-03-10",37,"Failed"
67001404,"2026-03-11",84,"Passed"
67001404,"2026-03-12",78,"Passed"
67001404,"2026-03-13",37,"Failed"
67001404,"2026-03-16",34,"Failed"
67001404,"2026-03-17",90,"Passed"
67001404,"2026-03-18",41,"Failed"
67001404,"2026-03-19",0,"Absent"
67001404,"2026-03-23",71,"Passed"
67001404,"2026-03-24",51,"Failed"
67001404,"2026-03-25",92,"Passed"
67001404,"2026-03-26",0,"Absent"
67001404,"2026-03-27",49,"Failed"
67001404,"2026-03-30",54,"Failed"
67001404,"2026-03-31",0,"Absent"
67001179,"2026-03-02",58,"Failed"
67001179,"2026-03-03",0,"Absent"
67001179,"2026-03-04",49,"Failed"
67001179,"2026-03-05",0,"Absent"
67001179,"2026-03-06",59,"Failed"
67001179,"2026-03-09",57,"Failed"
67001179,"2026-03-10",44,"Failed"
67001179,"2026-03-11",56,"Failed"
67001179,"2026-03-12",68,"Passed"
67001179,"2026-03-13",44,"Failed"
67001179,"2026-03-16",51,"Failed"
67001179,"2026-03-17",49,"Failed"
67001179,"2026-03-18",33,"Failed"
67001179,"2026-03-19",51,"Failed"
67001179,"2026-03-23",39,"Failed"
67001179,"2026-03-24",74,"Passed"
67001179,"2026-03-25",0,"Absent"
67001179,"2026-03-26",38,"Failed"
67001179,"2026-03-27",36,"Failed"
67001179,"2026-03-30",42,"Failed"
67001179,"2026-03-31",0,"Absent"
67001769,"2026-03-02",0,"Absent"
67001769,"2026-03-03",40,"Failed"
67001769,"2026-03-04",0,"Absent"
67001769,"2026-03-05",37,"Failed"
67001769,"2026-03-06",76,"Passed"
67001769,"2026-03-09",0,"Absent"
67001769,"2026-03-10",0,"Absent"
67001769,"2026-03-11",90,"Passed"
67001769,"2026-03-12",0,"Absent"
67001769,"2026-03-13",69,"Passed"
67001769,"2026-03-16",65,"Passed"
67001769,"2026-03-17",58,"Failed"
67001769,"2026-03-18",95,"Passed"
67001769,"2026-03-19",48,"Failed"
67001769,"2026-03-23",34,"Failed"
67001769,"2026-03-24",70,"Passed"
67001769,"2026-03-25",78,"Passed"
67001769,"2026-03-26",0,"Absent"
67001769,"2026-03-27",35,"Failed"
67001769,"2026-03-30",52,"Failed"
67001769,"2026-03-31",34,"Failed"
67001994,"2026-03-02",79,"Passed"
67001994,"2026-03-03",36,"Failed"
67001994,"2026-03-04",34,"Failed"
67001994,"2026-03-05",73,"Passed"
67001994,"2026-03-06",71,"Passed"
67001994,"2026-03-09",63,"Passed"
67001994,"2026-03-10",43,"Failed"
67001994,"2026-03-11",68,"Passed"
67001994,"2026-03-12",91,"Passed"
67001994,"2026-03-13",56,"Failed"
67001994,"2026-03-16",53,"Failed"
67001994,"2026-03-17",49,"Failed"
67001994,"2026-03-18",33,"Failed"
67001994,"2026-03-19",85,"Passed"
67001994,"2026-03-23",59,"Failed"
67001994,"2026-03-24",37,"Failed"
67001994,"2026-03-25",64,"Passed"
67001994,"2026-03-26",45,"Failed"
67001994,"2026-03-27",32,"Failed"
67001994,"2026-03-30",31,"Failed"
67001994,"2026-03-31",51,"Failed"
67001936,"2026-03-02",54,"Failed"
67001936,"2026-03-03",0,"Absent"
67001936,"2026-03-04",44,"Failed"
67001936,"2026-03-05",80,"Passed"
67001936,"2026-03-06",41,"Failed"
67001936,"2026-03-09",80,"Passed"
67001936,"2026-03-10",53,"Failed"
67001936,"2026-03-11",39,"Failed"
67001936,"2026-03-12",95,"Passed"
67001936,"2026-03-13",75,"Passed"
67001936,"2026-03-16",33,"Failed"
67001936,"2026-03-17",0,"Absent"
67001936,"2026-03-18",83,"Passed"
67001936,"2026-03-19",51,"Failed"
67001936,"2026-03-23",91,"Passed"
67001936,"2026-03-24",60,"Passed"
67001936,"2026-03-25",0,"Absent"
67001936,"2026-03-26",0,"Absent"
67001936,"2026-03-27",74,"Passed"
67001936,"2026-03-30",0,"Absent"
67001936,"2026-03-31",89,"Passed"
67001717,"2026-03-02",34,"Failed"
67001717,"2026-03-03",83,"Passed"
67001717,"2026-03-04",32,"Failed"
67001717,"2026-03-05",50,"Failed"
67001717,"2026-03-06",0,"Absent"
67001717,"2026-03-09",50,"Failed"
67001717,"2026-03-10",93,"Passed"
67001717,"2026-03-11",95,"Passed"
67001717,"2026-03-12",79,"Passed"
67001717,"2026-03-13",40,"Failed"
67001717,"2026-03-16",57,"Failed"
67001717,"2026-03-17",53,"Failed"
67001717,"2026-03-18",54,"Failed"
67001717,"2026-03-19",87,"Passed"
67001717,"2026-03-23",80,"Passed"
67001717,"2026-03-24",47,"Failed"
67001717,"2026-03-25",63,"Passed"
67001717,"2026-03-26",92,"Passed"
67001717,"2026-03-27",36,"Failed"
67001717,"2026-03-30",0,"Absent"
67001717,"2026-03-31",73,"Passed"
67001881,"2026-03-02",84,"Passed"
67001881,"2026-03-03",0,"Absent"
67001881,"2026-03-04",71,"Passed"
67001881,"2026-03-05",0,"Absent"
67001881,"2026-03-06",0,"Absent"
67001881,"2026-03-09",95,"Passed"
67001881,"2026-03-10",61,"Passed"
67001881,"2026-03-11",35,"Failed"
67001881,"2026-03-12",47,"Failed"
67001881,"2026-03-13",88,"Passed"
67001881,"2026-03-16",54,"Failed"
67001881,"2026-03-17",45,"Failed"
67001881,"2026-03-18",34,"Failed"
67001881,"2026-03-19",34,"Failed"
67001881,"2026-03-23",34,"Failed"
67001881,"2026-03-24",43,"Failed"
67001881,"2026-03-25",38,"Failed"
67001881,"2026-03-26",80,"Passed"
67001881,"2026-03-27",0,"Absent"
67001881,"2026-03-30",49,"Failed"
67001881,"2026-03-31",59,"Failed"
67001842,"2026-03-02",71,"Passed"
67001842,"2026-03-03",50,"Failed"
67001842,"2026-03-04",0,"Absent"
67001842,"2026-03-05",90,"Passed"
67001842,"2026-03-06",92,"Passed"
67001842,"2026-03-09",84,"Passed"
67001842,"2026-03-10",55,"Failed"
67001842,"2026-03-11",61,"Passed"
67001842,"2026-03-12",50,"Failed"
67001842,"2026-03-13",37,"Failed"
67001842,"2026-03-16",41,"Failed"
67001842,"2026-03-17",45,"Failed"
67001842,"2026-03-18",55,"Failed"
67001842,"2026-03-19",87,"Passed"
67001842,"2026-03-23",89,"Passed"
67001842,"2026-03-24",34,"Failed"
67001842,"2026-03-25",81,"Passed"
67001842,"2026-03-26",85,"Passed"
67001842,"2026-03-27",53,"Failed"
67001842,"2026-03-30",51,"Failed"
67001842,"2026-03-31",38,"Failed"
67001538,"2026-03-02",79,"Passed"
67001538,"2026-03-03",39,"Failed"
67001538,"2026-03-04",47,"Failed"
67001538,"2026-03-05",82,"Passed"
67001538,"2026-03-06",32,"Failed"
67001538,"2026-03-09",46,"Failed"
67001538,"2026-03-10",40,"Failed"
67001538,"2026-03-11",36,"Failed"
67001538,"2026-03-12",58,"Failed"
67001538,"2026-03-13",49,"Failed"
67001538,"2026-03-16",36,"Failed"
67001538,"2026-03-17",43,"Failed"
67001538,"2026-03-18",50,"Failed"
67001538,"2026-03-19",0,"Absent"
67001538,"2026-03-23",0,"Absent"
67001538,"2026-03-24",76,"Passed"
67001538,"2026-03-25",38,"Failed"
67001538,"2026-03-26",34,"Failed"
67001538,"2026-03-27",0,"Absent"
67001538,"2026-03-30",0,"Absent"
67001538,"2026-03-31",52,"Failed"
67001392,"2026-03-02",54,"Failed"
67001392,"2026-03-03",91,"Passed"
67001392,"2026-03-04",47,"Failed"
67001392,"2026-03-05",0,"Absent"
67001392,"2026-03-06",53,"Failed"
67001392,"2026-03-09",83,"Passed"
67001392,"2026-03-10",85,"Passed"
67001392,"2026-03-11",47,"Failed"
67001392,"2026-03-12",0,"Absent"
67001392,"2026-03-13",0,"Absent"
67001392,"2026-03-16",80,"Passed"
67001392,"2026-03-17",88,"Passed"
67001392,"2026-03-18",43,"Failed"
67001392,"2026-03-19",52,"Failed"
67001392,"2026-03-23",63,"Passed"
67001392,"2026-03-24",57,"Failed"
67001392,"2026-03-25",71,"Passed"
67001392,"2026-03-26",0,"Absent"
67001392,"2026-03-27",60,"Passed"
67001392,"2026-03-30",0,"Absent"
67001392,"2026-03-31",38,"Failed"
67001338,"2026-03-02",32,"Failed"
67001338,"2026-03-03",39,"Failed"
67001338,"2026-03-04",34,"Failed"
67001338,"2026-03-05",41,"Failed"
67001338,"2026-03-06",61,"Passed"
67001338,"2026-03-09",55,"Failed"
67001338,"2026-03-10",0,"Absent"
67001338,"2026-03-11",67,"Passed"
67001338,"2026-03-12",53,"Failed"
67001338,"2026-03-13",51,"Failed"
67001338,"2026-03-16",84,"Passed"
67001338,"2026-03-17",77,"Passed"
67001338,"2026-03-18",69,"Passed"
67001338,"2026-03-19",57,"Failed"
67001338,"2026-03-23",0,"Absent"
67001338,"2026-03-24",37,"Failed"
67001338,"2026-03-25",47,"Failed"
67001338,"2026-03-26",0,"Absent"
67001338,"2026-03-27",0,"Absent"
67001338,"2026-03-30",39,"Failed"
67001338,"2026-03-31",41,"Failed"
67001783,"2026-03-02",42,"Failed"
67001783,"2026-03-03",0,"Absent"
67001783,"2026-03-04",62,"Passed"
67001783,"2026-03-05",32,"Failed"
67001783,"2026-03-06",0,"Absent"
67001783,"2026-03-09",0,"Absent"
67001783,"2026-03-10",44,"Failed"
67001783,"2026-03-11",81,"Passed"
67001783,"2026-03-12",57,"Failed"
67001783,"2026-03-13",0,"Absent"
67001783,"2026-03-16",47,"Failed"
67001783,"2026-03-17",76,"Passed"
67001783,"2026-03-18",51,"Failed"
67001783,"2026-03-19",39,"Failed"
67001783,"2026-03-23",40,"Failed"
67001783,"2026-03-24",36,"Failed"
67001783,"2026-03-25",95,"Passed"
67001783,"2026-03-26",52,"Failed"
67001783,"2026-03-27",68,"Passed"
67001783,"2026-03-30",41,"Failed"
67001783,"2026-03-31",0,"Absent"
67001979,"2026-03-02",82,"Passed"
67001979,"2026-03-03",89,"Passed"
67001979,"2026-03-04",82,"Passed"
67001979,"2026-03-05",56,"Failed"
67001979,"2026-03-06",45,"Failed"
67001979,"2026-03-09",37,"Failed"
67001979,"2026-03-10",93,"Passed"
67001979,"2026-03-11",0,"Absent"
67001979,"2026-03-12",0,"Absent"
67001979,"2026-03-13",56,"Failed"
67001979,"2026-03-16",0,"Absent"
67001979,"2026-03-17",62,"Passed"
67001979,"2026-03-18",34,"Failed"
67001979,"2026-03-19",49,"Failed"
67001979,"2026-03-23",71,"Passed"
67001979,"2026-03-24",56,"Failed"
67001979,"2026-03-25",66,"Passed"
67001979,"2026-03-26",0,"Absent"
67001979,"2026-03-27",82,"Passed"
67001979,"2026-03-30",50,"Failed"
67001979,"2026-03-31",48,"Failed"
67001297,"2026-03-02",0,"Absent"
67001297,"2026-03-03",35,"Failed"
67001297,"2026-03-04",0,"Absent"
67001297,"2026-03-05",70,"Passed"
67001297,"2026-03-06",33,"Failed"
67001297,"2026-03-09",83,"Passed"
67001297,"2026-03-10",90,"Passed"
67001297,"2026-03-11",54,"Failed"
67001297,"2026-03-12",46,"Failed"
67001297,"2026-03-13",81,"Passed"
67001297,"2026-03-16",43,"Failed"
67001297,"2026-03-17",57,"Failed"
67001297,"2026-03-18",47,"Failed"
67001297,"2026-03-19",57,"Failed"
67001297,"2026-03-23",87,"Passed"
67001297,"2026-03-24",40,"Failed"
67001297,"2026-03-25",47,"Failed"
67001297,"2026-03-26",83,"Passed"
67001297,"2026-03-27",43,"Failed"
67001297,"2026-03-30",82,"Passed"
67001297,"2026-03-31",0,"Absent"
67001865,"2026-03-02",32,"Failed"
67001865,"2026-03-03",80,"Passed"
67001865,"2026-03-04",43,"Failed"
67001865,"2026-03-05",57,"Failed"
67001865,"2026-03-06",32,"Failed"
67001865,"2026-03-09",91,"Passed"
67001865,"2026-03-10",88,"Passed"
67001865,"2026-03-11",61,"Passed"
67001865,"2026-03-12",52,"Failed"
67001865,"2026-03-13",74,"Passed"
67001865,"2026-03-16",31,"Failed"
67001865,"2026-03-17",0,"Absent"
67001865,"2026-03-18",56,"Failed"
67001865,"2026-03-19",48,"Failed"
67001865,"2026-03-23",55,"Failed"
67001865,"2026-03-24",0,"Absent"
67001865,"2026-03-25",83,"Passed"
67001865,"2026-03-26",0,"Absent"
67001865,"2026-03-27",59,"Failed"
67001865,"2026-03-30",73,"Passed"
67001865,"2026-03-31",0,"Absent"
67001186,"2026-03-02",58,"Failed"
67001186,"2026-03-03",55,"Failed"
67001186,"2026-03-04",0,"Absent"
67001186,"2026-03-05",59,"Failed"
67001186,"2026-03-06",48,"Failed"
67001186,"2026-03-09",62,"Passed"
67001186,"2026-03-10",0,"Absent"
67001186,"2026-03-11",64,"Passed"
67001186,"2026-03-12",43,"Failed"
67001186,"2026-03-13",44,"Failed"
67001186,"2026-03-16",75,"Passed"
67001186,"2026-03-17",57,"Failed"
67001186,"2026-03-18",61,"Passed"
67001186,"2026-03-19",0,"Absent"
67001186,"2026-03-23",50,"Failed"
67001186,"2026-03-24",94,"Passed"
67001186,"2026-03-25",56,"Failed"
67001186,"2026-03-26",93,"Passed"
67001186,"2026-03-27",66,"Passed"
67001186,"2026-03-30",92,"Passed"
67001186,"2026-03-31",91,"Passed"
67001457,"2026-03-02",36,"Failed"
67001457,"2026-03-03",91,"Passed"
67001457,"2026-03-04",57,"Failed"
67001457,"2026-03-05",31,"Failed"
67001457,"2026-03-06",84,"Passed"
67001457,"2026-03-09",0,"Absent"
67001457,"2026-03-10",0,"Absent"
67001457,"2026-03-11",65,"Passed"
67001457,"2026-03-12",39,"Failed"
67001457,"2026-03-13",68,"Passed"
67001457,"2026-03-16",74,"Passed"
67001457,"2026-03-17",42,"Failed"
67001457,"2026-03-18",32,"Failed"
67001457,"2026-03-19",58,"Failed"
67001457,"2026-03-23",0,"Absent"
67001457,"2026-03-24",57,"Failed"
67001457,"2026-03-25",57,"Failed"
67001457,"2026-03-26",31,"Failed"
67001457,"2026-03-27",36,"Failed"
67001457,"2026-03-30",34,"Failed"
67001457,"2026-03-31",0,"Absent"
67001117,"2026-03-02",69,"Passed"
67001117,"2026-03-03",72,"Passed"
67001117,"2026-03-04",0,"Absent"
67001117,"2026-03-05",85,"Passed"
67001117,"2026-03-06",57,"Failed"
67001117,"2026-03-09",49,"Failed"
67001117,"2026-03-10",54,"Failed"
67001117,"2026-03-11",0,"Absent"
67001117,"2026-03-12",75,"Passed"
67001117,"2026-03-13",74,"Passed"
67001117,"2026-03-16",90,"Passed"
67001117,"2026-03-17",0,"Absent"
67001117,"2026-03-18",0,"Absent"
67001117,"2026-03-19",66,"Passed"
67001117,"2026-03-23",80,"Passed"
67001117,"2026-03-24",51,"Failed"
67001117,"2026-03-25",52,"Failed"
67001117,"2026-03-26",36,"Failed"
67001117,"2026-03-27",0,"Absent"
67001117,"2026-03-30",81,"Passed"
67001117,"2026-03-31",48,"Failed"
67001491,"2026-03-02",47,"Failed"
67001491,"2026-03-03",78,"Passed"
67001491,"2026-03-04",59,"Failed"
67001491,"2026-03-05",52,"Failed"
67001491,"2026-03-06",66,"Passed"
67001491,"2026-03-09",0,"Absent"
67001491,"2026-03-10",69,"Passed"
67001491,"2026-03-11",86,"Passed"
67001491,"2026-03-12",0,"Absent"
67001491,"2026-03-13",0,"Absent"
67001491,"2026-03-16",0,"Absent"
67001491,"2026-03-17",0,"Absent"
67001491,"2026-03-18",0,"Absent"
67001491,"2026-03-19",44,"Failed"
67001491,"2026-03-23",94,"Passed"
67001491,"2026-03-24",56,"Failed"
67001491,"2026-03-25",46,"Failed"
67001491,"2026-03-26",50,"Failed"
67001491,"2026-03-27",38,"Failed"
67001491,"2026-03-30",68,"Passed"
67001491,"2026-03-31",79,"Passed"
67001517,"2026-03-02",64,"Passed"
67001517,"2026-03-03",74,"Passed"
67001517,"2026-03-04",34,"Failed"
67001517,"2026-03-05",37,"Failed"
67001517,"2026-03-06",37,"Failed"
67001517,"2026-03-09",90,"Passed"
67001517,"2026-03-10",95,"Passed"
67001517,"2026-03-11",95,"Passed"
67001517,"2026-03-12",67,"Passed"
67001517,"2026-03-13",43,"Failed"
67001517,"2026-03-16",92,"Passed"
67001517,"2026-03-17",0,"Absent"
67001517,"2026-03-18",47,"Failed"
67001517,"2026-03-19",94,"Passed"
67001517,"2026-03-23",37,"Failed"
67001517,"2026-03-24",51,"Failed"
67001517,"2026-03-25",40,"Failed"
67001517,"2026-03-26",78,"Passed"
67001517,"2026-03-27",80,"Passed"
67001517,"2026-03-30",53,"Failed"
67001517,"2026-03-31",66,"Passed"
67001451,"2026-03-02",32,"Failed"
67001451,"2026-03-03",48,"Failed"
67001451,"2026-03-04",53,"Failed"
67001451,"2026-03-05",49,"Failed"
67001451,"2026-03-06",80,"Passed"
67001451,"2026-03-09",60,"Passed"
67001451,"2026-03-10",91,"Passed"
67001451,"2026-03-11",55,"Failed"
67001451,"2026-03-12",75,"Passed"
67001451,"2026-03-13",35,"Failed"
67001451,"2026-03-16",74,"Passed"
67001451,"2026-03-17",68,"Passed"
67001451,"2026-03-18",45,"Failed"
67001451,"2026-03-19",65,"Passed"
67001451,"2026-03-23",44,"Failed"
67001451,"2026-03-24",56,"Failed"
67001451,"2026-03-25",63,"Passed"
67001451,"2026-03-26",0,"Absent"
67001451,"2026-03-27",52,"Failed"
67001451,"2026-03-30",85,"Passed"
67001451,"2026-03-31",37,"Failed"
67001215,"2026-03-02",39,"Failed"
67001215,"2026-03-03",53,"Failed"
67001215,"2026-03-04",49,"Failed"
67001215,"2026-03-05",63,"Passed"
